Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Stripped Peptides	Total Peptide Ions	Unique Peptide Ions	Razor Peptide Ions	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
1978	a	sp|Q9Y285|SYFA_HUMAN	Q9Y285	SYFA_HUMAN	FARSA	508	40.70	Homo sapiens OX=9606	Phenylalanine--tRNA ligase alpha subunit 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	12	13	13	13	     0	     0	     0	N-term(42.0106)		
1979	a	sp|Q9Y294|ASF1A_HUMAN	Q9Y294	ASF1A_HUMAN	ASF1A	204	48.50	Homo sapiens OX=9606	Histone chaperone ASF1A 	1:Experimental evidence at protein level	1.0000	0.9990	5	4	4	4	4	4	4	     0	     0	     0	19C(57.0215)		
1980	a	sp|Q9Y295|DRG1_HUMAN	Q9Y295	DRG1_HUMAN	DRG1	367	28.90	Homo sapiens OX=9606	Developmentally-regulated GTP-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	6	7	7	7	8	8	8	     0	     0	     0	2C(57.0215), 9C(57.0215)		
1981	a	sp|Q9Y2B0|CNPY2_HUMAN	Q9Y2B0	CNPY2_HUMAN	CNPY2	182	17.60	Homo sapiens OX=9606	Protein canopy homolog 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	4	4	4	5	5	5	     0	     0	     0	5C(57.0215)		
1982	a	sp|Q9Y2L1|RRP44_HUMAN	Q9Y2L1	RRP44_HUMAN	DIS3	958	7.50	Homo sapiens OX=9606	Exosome complex exonuclease RRP44 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	5	     0	     0	     0	13C(57.0215)		
1983	a	sp|Q9Y2P8|RCL1_HUMAN	Q9Y2P8	RCL1_HUMAN	RCL1	373	8.30	Homo sapiens OX=9606	RNA 3'-terminal phosphate cyclase-like protein 	1:Experimental evidence at protein level	1.0000	0.9981	2	2	2	2	2	2	2	     0	     0	     0	12C(57.0215), N-term(42.0106)		
1984	a	sp|Q9Y2Q3|GSTK1_HUMAN	Q9Y2Q3	GSTK1_HUMAN	GSTK1	226	40.70	Homo sapiens OX=9606	Glutathione S-transferase kappa 1 	1:Experimental evidence at protein level	1.0000	0.9990	6	7	7	7	7	7	7	     0	     0	     0			
1985	a	sp|Q9Y2Q5|LTOR2_HUMAN	Q9Y2Q5	LTOR2_HUMAN	LAMTOR2	125	24.00	Homo sapiens OX=9606	Ragulator complex protein LAMTOR2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0			
1986	a	sp|Q9Y2Q9|RT28_HUMAN	Q9Y2Q9	RT28_HUMAN	MRPS28	187	12.80	Homo sapiens OX=9606	28S ribosomal protein S28, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	1	2	2	2	2	2	2	     0	     0	     0			
1987	a	sp|Q9Y2R9|RT07_HUMAN	Q9Y2R9	RT07_HUMAN	MRPS7	242	11.20	Homo sapiens OX=9606	28S ribosomal protein S7, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0	2C(57.0215)		
1988	a	sp|Q9Y2S7|PDIP2_HUMAN	Q9Y2S7	PDIP2_HUMAN	POLDIP2	368	10.90	Homo sapiens OX=9606	Polymerase delta-interacting protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0			
1989	a	sp|Q9Y2V2|CHSP1_HUMAN	Q9Y2V2	CHSP1_HUMAN	CARHSP1	147	18.40	Homo sapiens OX=9606	Calcium-regulated heat-stable protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0			
1990	a	sp|Q9Y2W1|TR150_HUMAN	Q9Y2W1	TR150_HUMAN	THRAP3	955	17.60	Homo sapiens OX=9606	Thyroid hormone receptor-associated protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	14	16	16	16	16	16	16	     0	     0	     0			
1991	a	sp|Q9Y2X3|NOP58_HUMAN	Q9Y2X3	NOP58_HUMAN	NOP58	529	30.10	Homo sapiens OX=9606	Nucleolar protein 58 	1:Experimental evidence at protein level	1.0000	0.9990	11	12	12	12	15	15	15	     0	     0	     0	13C(57.0215)		
1992	a	sp|Q9Y2Z0|SGT1_HUMAN	Q9Y2Z0	SGT1_HUMAN	SUGT1	365	37.30	Homo sapiens OX=9606	Protein SGT1 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	8	8	8	8	     0	     0	     0	11C(57.0215), 13C(57.0215), 1C(57.0215), 3C(57.0215)		
1993	a	sp|Q9Y2Z4|SYYM_HUMAN	Q9Y2Z4	SYYM_HUMAN	YARS2	477	6.90	Homo sapiens OX=9606	Tyrosine--tRNA ligase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	3	3	3	     0	     0	     0			
1994	a	sp|Q9Y305|ACOT9_HUMAN	Q9Y305	ACOT9_HUMAN	ACOT9	439	9.10	Homo sapiens OX=9606	Acyl-coenzyme A thioesterase 9, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0	5C(57.0215)		
1995	a	sp|Q9Y312|AAR2_HUMAN	Q9Y312	AAR2_HUMAN	AAR2	384	11.70	Homo sapiens OX=9606	Protein AAR2 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	4	4	4	     0	     0	     0	3C(57.0215)		
1996	a	sp|Q9Y314|NOSIP_HUMAN	Q9Y314	NOSIP_HUMAN	NOSIP	301	19.90	Homo sapiens OX=9606	Nitric oxide synthase-interacting protein 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	5	5	5	     0	     0	     0	2C(57.0215)		
1997	a	sp|Q9Y316|MEMO1_HUMAN	Q9Y316	MEMO1_HUMAN	MEMO1	297	22.20	Homo sapiens OX=9606	Protein MEMO1 	1:Experimental evidence at protein level	1.0000	0.9990	4	5	5	5	7	7	7	     0	     0	     0			
1998	a	sp|Q9Y333|LSM2_HUMAN	Q9Y333	LSM2_HUMAN	LSM2	95	60.00	Homo sapiens OX=9606	U6 snRNA-associated Sm-like protein LSm2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	5	5	5	     0	     0	     0	6C(57.0215)		
1999	a	sp|Q9Y383|LC7L2_HUMAN	Q9Y383	LC7L2_HUMAN	LUC7L2	392	31.60	Homo sapiens OX=9606	Putative RNA-binding protein Luc7-like 2 	1:Experimental evidence at protein level	1.0000	0.9990	11	13	7	13	24	16	24	     0	     0	     0	2C(57.0215), 5C(57.0215), 6C(57.0215), 7C(57.0215), 9C(57.0215)		
2000	a	sp|Q9Y3A3|PHOCN_HUMAN	Q9Y3A3	PHOCN_HUMAN	MOB4	225	28.00	Homo sapiens OX=9606	MOB-like protein phocein 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	5	5	5	     0	     0	     0	10C(57.0215), 23C(57.0215), 5C(57.0215), 8C(57.0215)		
2001	a	sp|Q9Y3A5|SBDS_HUMAN	Q9Y3A5	SBDS_HUMAN	SBDS	250	37.60	Homo sapiens OX=9606	Ribosome maturation protein SBDS 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	8	8	8	     0	     0	     0	15C(57.0215), 16C(57.0215), 21C(57.0215), 6C(57.0215)		
2002	a	sp|Q9Y3B2|EXOS1_HUMAN	Q9Y3B2	EXOS1_HUMAN	EXOSC1	195	27.20	Homo sapiens OX=9606	Exosome complex component CSL4 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	4	     0	     0	     0	11C(57.0215), 2C(57.0215)		
2003	a	sp|Q9Y3B4|SF3B6_HUMAN	Q9Y3B4	SF3B6_HUMAN	SF3B6	125	20.80	Homo sapiens OX=9606	Splicing factor 3B subunit 6 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0	12C(57.0215), 3C(57.0215)		
2004	a	sp|Q9Y3B7|RM11_HUMAN	Q9Y3B7	RM11_HUMAN	MRPL11	192	18.20	Homo sapiens OX=9606	39S ribosomal protein L11, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0			
2005	a	sp|Q9Y3B8|ORN_HUMAN	Q9Y3B8	ORN_HUMAN	REXO2	237	26.20	Homo sapiens OX=9606	Oligoribonuclease, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	4	     0	     0	     0	13C(57.0215)		
2006	a	sp|Q9Y3B9|RRP15_HUMAN	Q9Y3B9	RRP15_HUMAN	RRP15	282	15.60	Homo sapiens OX=9606	RRP15-like protein 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0	8C(57.0215)		
2007	a	sp|Q9Y3C1|NOP16_HUMAN	Q9Y3C1	NOP16_HUMAN	NOP16	178	30.30	Homo sapiens OX=9606	Nucleolar protein 16 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	4	     0	     0	     0			
2008	a	sp|Q9Y3C4|TPRKB_HUMAN	Q9Y3C4	TPRKB_HUMAN	TPRKB	175	22.30	Homo sapiens OX=9606	EKC/KEOPS complex subunit TPRKB 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	4	4	4	     0	     0	     0	17C(57.0215)		
2009	a	sp|Q9Y3C6|PPIL1_HUMAN	Q9Y3C6	PPIL1_HUMAN	PPIL1	166	10.20	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase-like 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	2	2	2	4	4	4	     0	     0	     0			
2010	a	sp|Q9Y3C8|UFC1_HUMAN	Q9Y3C8	UFC1_HUMAN	UFC1	167	18.00	Homo sapiens OX=9606	Ubiquitin-fold modifier-conjugating enzyme 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0	1C(57.0215), 2C(57.0215)		
2011	a	sp|Q9Y3D0|CIA2B_HUMAN	Q9Y3D0	CIA2B_HUMAN	CIAO2B	163	38.00	Homo sapiens OX=9606	Cytosolic iron-sulfur assembly component 2B 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0	N-term(42.0106)		
2012	a	sp|Q9Y3D6|FIS1_HUMAN	Q9Y3D6	FIS1_HUMAN	FIS1	152	15.80	Homo sapiens OX=9606	Mitochondrial fission 1 protein 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	3	3	3	     0	     0	     0			
2013	a	sp|Q9Y3D7|TIM16_HUMAN	Q9Y3D7	TIM16_HUMAN	PAM16	125	30.40	Homo sapiens OX=9606	Mitochondrial import inner membrane translocase subunit TIM16 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0			
2014	a	sp|Q9Y3E5|PTH2_HUMAN	Q9Y3E5	PTH2_HUMAN	PTRH2	179	23.50	Homo sapiens OX=9606	Peptidyl-tRNA hydrolase 2, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	3	3	3	     0	     0	     0			
2015	a	sp|Q9Y3F4|STRAP_HUMAN	Q9Y3F4	STRAP_HUMAN	STRAP	350	51.70	Homo sapiens OX=9606	Serine-threonine kinase receptor-associated protein 	1:Experimental evidence at protein level	1.0000	0.9990	12	15	15	15	20	20	20	     0	     0	     0	1C(57.0215), 21C(57.0215), 8C(57.0215)		
2016	a	sp|Q9Y3I0|RTCB_HUMAN	Q9Y3I0	RTCB_HUMAN	RTCB	505	29.50	Homo sapiens OX=9606	tRNA-splicing ligase RtcB homolog 	1:Experimental evidence at protein level	1.0000	0.9990	8	10	10	10	12	12	12	     0	     0	     0	4C(57.0215), 9C(57.0215)		
2017	a	sp|Q9Y3T9|NOC2L_HUMAN	Q9Y3T9	NOC2L_HUMAN	NOC2L	749	9.50	Homo sapiens OX=9606	Nucleolar complex protein 2 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	5	     0	     0	     0	25C(57.0215)		
2018	a	sp|Q9Y3Y2|CHTOP_HUMAN	Q9Y3Y2	CHTOP_HUMAN	CHTOP	248	15.70	Homo sapiens OX=9606	Chromatin target of PRMT1 protein 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0			
2019	a	sp|Q9Y446|PKP3_HUMAN	Q9Y446	PKP3_HUMAN	PKP3	797	22.60	Homo sapiens OX=9606	Plakophilin-3 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	11	12	12	12	     0	     0	     0	13C(57.0215), 2C(57.0215)		
2020	a	sp|Q9Y448|SKAP_HUMAN	Q9Y448	SKAP_HUMAN	KNSTRN	316	20.30	Homo sapiens OX=9606	Small kinetochore-associated protein 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	4	4	4	     0	     0	     0	8C(57.0215)		
2021	a	sp|Q9Y450|HBS1L_HUMAN	Q9Y450	HBS1L_HUMAN	HBS1L	684	18.30	Homo sapiens OX=9606	HBS1-like protein 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	7	7	7	     0	     0	     0			
2022	a	sp|Q9Y490|TLN1_HUMAN	Q9Y490	TLN1_HUMAN	TLN1	2541	36.80	Homo sapiens OX=9606	Talin-1 	1:Experimental evidence at protein level	1.0000	0.9990	51	59	59	59	83	83	83	     0	     0	     0	10C(57.0215), 11C(57.0215), 13C(57.0215), 14C(57.0215), 18C(57.0215), 19C(57.0215), 1C(57.0215), 2C(57.0215), 3C(57.0215), 5C(57.0215), 6C(57.0215), 7C(57.0215), 9C(57.0215)		
2023	a	sp|Q9Y4A5|TRRAP_HUMAN	Q9Y4A5	TRRAP_HUMAN	TRRAP	3859	2.90	Homo sapiens OX=9606	Transformation/transcription domain-associated protein 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	6	     0	     0	     0	10C(57.0215), 3C(57.0215), N-term(42.0106)		
2024	a	sp|Q9Y4C8|RBM19_HUMAN	Q9Y4C8	RBM19_HUMAN	RBM19	960	7.80	Homo sapiens OX=9606	Probable RNA-binding protein 19 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	5	5	5	     0	     0	     0			
2025	a	sp|Q9Y4E8|UBP15_HUMAN	Q9Y4E8	UBP15_HUMAN	USP15	981	31.20	Homo sapiens OX=9606	Ubiquitin carboxyl-terminal hydrolase 15 	1:Experimental evidence at protein level	1.0000	0.9990	19	20	20	20	26	26	26	     0	     0	     0	12C(57.0215), 14C(57.0215), 15C(57.0215), 2C(57.0215), 8C(57.0215)		
2026	a	sp|Q9Y4L1|HYOU1_HUMAN	Q9Y4L1	HYOU1_HUMAN	HYOU1	999	32.20	Homo sapiens OX=9606	Hypoxia up-regulated protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	19	22	22	22	29	29	29	     0	     0	     0	7C(57.0215)		
2027	a	sp|Q9Y4R8|TELO2_HUMAN	Q9Y4R8	TELO2_HUMAN	TELO2	837	4.30	Homo sapiens OX=9606	Telomere length regulation protein TEL2 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0	17C(57.0215)		
2028	a	sp|Q9Y4W2|LAS1L_HUMAN	Q9Y4W2	LAS1L_HUMAN	LAS1L	734	31.60	Homo sapiens OX=9606	Ribosomal biogenesis protein LAS1L 	1:Experimental evidence at protein level	1.0000	0.9990	13	13	13	13	15	15	15	     0	     0	     0	10C(57.0215), 15C(57.0215), 1C(57.0215), 2C(57.0215), 5C(57.0215), 8C(57.0215)		
2029	a	sp|Q9Y4W6|AFG32_HUMAN	Q9Y4W6	AFG32_HUMAN	AFG3L2	797	14.70	Homo sapiens OX=9606	AFG3-like protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	7	7	7	     0	     0	     0	17C(57.0215)		
2030	a	sp|Q9Y4X5|ARI1_HUMAN	Q9Y4X5	ARI1_HUMAN	ARIH1	557	7.20	Homo sapiens OX=9606	E3 ubiquitin-protein ligase ARIH1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0	12C(57.0215), 17C(57.0215)		
2031	a	sp|Q9Y4Y9|LSM5_HUMAN	Q9Y4Y9	LSM5_HUMAN	LSM5	91	46.20	Homo sapiens OX=9606	U6 snRNA-associated Sm-like protein LSm5 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	5	5	5	     0	     0	     0	N-term(42.0106)		
2032	a	sp|Q9Y4Z0|LSM4_HUMAN	Q9Y4Z0	LSM4_HUMAN	LSM4	139	15.80	Homo sapiens OX=9606	U6 snRNA-associated Sm-like protein LSm4 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0			
2033	a	sp|Q9Y508|RN114_HUMAN	Q9Y508	RN114_HUMAN	RNF114	228	21.90	Homo sapiens OX=9606	E3 ubiquitin-protein ligase RNF114 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0	11C(57.0215), 2C(57.0215), 4C(57.0215), 7C(57.0215)		
2034	a	sp|Q9Y520|PRC2C_HUMAN	Q9Y520	PRC2C_HUMAN	PRRC2C	2896	8.20	Homo sapiens OX=9606	Protein PRRC2C 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	11	13	13	13	     0	     0	     0	11C(57.0215)		
2035	a	sp|Q9Y530|OARD1_HUMAN	Q9Y530	OARD1_HUMAN	OARD1	152	16.40	Homo sapiens OX=9606	ADP-ribose glycohydrolase OARD1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0	12C(57.0215), 7C(57.0215)		
2036	a	sp|Q9Y570|PPME1_HUMAN	Q9Y570	PPME1_HUMAN	PPME1	386	18.90	Homo sapiens OX=9606	Protein phosphatase methylesterase 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	6	6	6	7	7	7	     0	     0	     0	9C(57.0215)		
2037	a	sp|Q9Y580|RBM7_HUMAN	Q9Y580	RBM7_HUMAN	RBM7	266	10.20	Homo sapiens OX=9606	RNA-binding protein 7 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0			
2038	a	sp|Q9Y5A7|NUB1_HUMAN	Q9Y5A7	NUB1_HUMAN	NUB1	615	9.80	Homo sapiens OX=9606	NEDD8 ultimate buster 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	5	5	5	6	6	6	     0	     0	     0	2C(57.0215), 3C(57.0215), 4C(57.0215)		
2039	a	sp|Q9Y5A9|YTHD2_HUMAN	Q9Y5A9	YTHD2_HUMAN	YTHDF2	579	24.40	Homo sapiens OX=9606	YTH domain-containing family protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	7	10	12	9	12	     0	     0	     0	5C(57.0215), 8C(57.0215), N-term(42.0106)		
2040	a	sp|Q9Y5B6|PAXB1_HUMAN	Q9Y5B6	PAXB1_HUMAN	PAXBP1	917	3.40	Homo sapiens OX=9606	PAX3- and PAX7-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0			
2041	a	sp|Q9Y5B9|SP16H_HUMAN	Q9Y5B9	SP16H_HUMAN	SUPT16H	1047	18.20	Homo sapiens OX=9606	FACT complex subunit SPT16 	1:Experimental evidence at protein level	1.0000	0.9990	11	13	13	13	15	15	15	     0	     0	     0	13C(57.0215)		
2042	a	sp|Q9Y5J1|UTP18_HUMAN	Q9Y5J1	UTP18_HUMAN	UTP18	556	19.10	Homo sapiens OX=9606	U3 small nucleolar RNA-associated protein 18 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	8	8	8	     0	     0	     0	2C(57.0215)		
2043	a	sp|Q9Y5J7|TIM9_HUMAN	Q9Y5J7	TIM9_HUMAN	TIMM9	89	34.80	Homo sapiens OX=9606	Mitochondrial import inner membrane translocase subunit Tim9 	1:Experimental evidence at protein level	1.0000	0.9990	2	4	4	4	5	5	5	     0	     0	     0	13C(57.0215), 9C(57.0215)		
2044	a	sp|Q9Y5J9|TIM8B_HUMAN	Q9Y5J9	TIM8B_HUMAN	TIMM8B	83	33.70	Homo sapiens OX=9606	Mitochondrial import inner membrane translocase subunit Tim8 B 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0	14C(57.0215), 4C(57.0215), 8C(57.0215)		
2045	a	sp|Q9Y5K5|UCHL5_HUMAN	Q9Y5K5	UCHL5_HUMAN	UCHL5	329	25.20	Homo sapiens OX=9606	Ubiquitin carboxyl-terminal hydrolase isozyme L5 	1:Experimental evidence at protein level	1.0000	0.9990	5	6	6	6	7	7	7	     0	     0	     0	9C(57.0215)		
2046	a	sp|Q9Y5K6|CD2AP_HUMAN	Q9Y5K6	CD2AP_HUMAN	CD2AP	639	27.50	Homo sapiens OX=9606	CD2-associated protein 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	12	13	13	13	     0	     0	     0	8C(57.0215), N-term(42.0106)		
2047	a	sp|Q9Y5L0|TNPO3_HUMAN	Q9Y5L0	TNPO3_HUMAN	TNPO3	923	34.10	Homo sapiens OX=9606	Transportin-3 	1:Experimental evidence at protein level	1.0000	0.9990	20	25	25	25	29	29	29	     0	     0	     0	14C(57.0215), 2C(57.0215), 3C(57.0215), 4C(57.0215), 6C(57.0215), 9C(57.0215), N-term(42.0106)		
2048	a	sp|Q9Y5L4|TIM13_HUMAN	Q9Y5L4	TIM13_HUMAN	TIMM13	95	30.50	Homo sapiens OX=9606	Mitochondrial import inner membrane translocase subunit Tim13 	1:Experimental evidence at protein level	1.0000	0.9990	2	3	3	3	3	3	3	     0	     0	     0	1C(57.0215)		
2049	a	sp|Q9Y5P4|CERT_HUMAN	Q9Y5P4	CERT_HUMAN	CERT	624	6.10	Homo sapiens OX=9606	Ceramide transfer protein 	1:Experimental evidence at protein level	1.0000	0.9990	2	3	3	3	3	3	3	     0	     0	     0	13C(57.0215)		
2050	a	sp|Q9Y5Q8|TF3C5_HUMAN	Q9Y5Q8	TF3C5_HUMAN	GTF3C5	519	5.60	Homo sapiens OX=9606	General transcription factor 3C polypeptide 5 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0	N-term(42.0106)		
2051	a	sp|Q9Y5Q9|TF3C3_HUMAN	Q9Y5Q9	TF3C3_HUMAN	GTF3C3	886	5.50	Homo sapiens OX=9606	General transcription factor 3C polypeptide 3 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0			
2052	a	sp|Q9Y5S9|RBM8A_HUMAN	Q9Y5S9	RBM8A_HUMAN	RBM8A	174	44.30	Homo sapiens OX=9606	RNA-binding protein 8A 	1:Experimental evidence at protein level	1.0000	0.9990	5	7	7	7	8	8	8	     0	     0	     0	N-term(42.0106)		
2053	a	sp|Q9Y5X1|SNX9_HUMAN	Q9Y5X1	SNX9_HUMAN	SNX9	595	14.10	Homo sapiens OX=9606	Sorting nexin-9 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	6	     0	     0	     0	8C(57.0215)		
2054	a	sp|Q9Y5X3|SNX5_HUMAN	Q9Y5X3	SNX5_HUMAN	SNX5	404	6.90	Homo sapiens OX=9606	Sorting nexin-5 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0	9C(57.0215), N-term(42.0106)		
2055	a	sp|Q9Y5Z4|HEBP2_HUMAN	Q9Y5Z4	HEBP2_HUMAN	HEBP2	205	25.90	Homo sapiens OX=9606	Heme-binding protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	4	4	4	     0	     0	     0	N-term(42.0106)		
2056	a	sp|Q9Y606|TRUA_HUMAN	Q9Y606	TRUA_HUMAN	PUS1	427	19.90	Homo sapiens OX=9606	tRNA pseudouridine synthase A 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	6	     0	     0	     0	3C(57.0215)		
2057	a	sp|Q9Y613|FHOD1_HUMAN	Q9Y613	FHOD1_HUMAN	FHOD1	1164	7.90	Homo sapiens OX=9606	FH1/FH2 domain-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	5	     0	     0	     0			
2058	a	sp|Q9Y617|SERC_HUMAN	Q9Y617	SERC_HUMAN	PSAT1	370	21.10	Homo sapiens OX=9606	Phosphoserine aminotransferase 	1:Experimental evidence at protein level	1.0000	0.9990	4	5	5	5	5	5	5	     0	     0	     0	17C(57.0215), 6C(57.0215), 9C(57.0215)		
2059	a	sp|Q9Y676|RT18B_HUMAN	Q9Y676	RT18B_HUMAN	MRPS18B	258	12.40	Homo sapiens OX=9606	28S ribosomal protein S18b, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0			
2060	a	sp|Q9Y678|COPG1_HUMAN	Q9Y678	COPG1_HUMAN	COPG1	874	38.90	Homo sapiens OX=9606	Coatomer subunit gamma-1 	1:Experimental evidence at protein level	1.0000	0.9990	22	22	20	22	26	23	26	     0	     0	     0	10C(57.0215), 11C(57.0215), 13C(57.0215), 3C(57.0215), 4C(57.0215), 5C(57.0215), 8C(57.0215)		
2061	a	sp|Q9Y696|CLIC4_HUMAN	Q9Y696	CLIC4_HUMAN	CLIC4	253	37.20	Homo sapiens OX=9606	Chloride intracellular channel protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	6	6	9	7	7	     0	     0	     0	10C(57.0215), 11C(57.0215), 12C(57.0215)		
2062	a	sp|Q9Y697|NFS1_HUMAN	Q9Y697	NFS1_HUMAN	NFS1	457	5.90	Homo sapiens OX=9606	Cysteine desulfurase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	2	     0	     0	     0			
2063	a	sp|Q9Y6A5|TACC3_HUMAN	Q9Y6A5	TACC3_HUMAN	TACC3	838	15.30	Homo sapiens OX=9606	Transforming acidic coiled-coil-containing protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	6	     0	     0	     0	13C(57.0215)		
2064	a	sp|Q9Y6B6|SAR1B_HUMAN	Q9Y6B6	SAR1B_HUMAN	SAR1B	198	27.30	Homo sapiens OX=9606	GTP-binding protein SAR1b 	1:Experimental evidence at protein level	1.0000	0.9990	3	5	5	5	7	7	7	     0	     0	     0	15C(57.0215)		
2065	a	sp|Q9Y6C9|MTCH2_HUMAN	Q9Y6C9	MTCH2_HUMAN	MTCH2	303	36.00	Homo sapiens OX=9606	Mitochondrial carrier homolog 2 	1:Experimental evidence at protein level	1.0000	0.9990	7	8	8	8	9	9	9	     0	     0	     0	2C(57.0215), 3C(57.0215), N-term(42.0106)		
2066	a	sp|Q9Y6D9|MD1L1_HUMAN	Q9Y6D9	MD1L1_HUMAN	MAD1L1	718	6.30	Homo sapiens OX=9606	Mitotic spindle assembly checkpoint protein MAD1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	3	     0	     0	     0	12C(57.0215), N-term(42.0106)		
2067	a	sp|Q9Y6E2|BZW2_HUMAN	Q9Y6E2	BZW2_HUMAN	BZW2	419	16.70	Homo sapiens OX=9606	Basic leucine zipper and W2 domain-containing protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	4	7	7	7	8	8	8	     0	     0	     0	5C(57.0215)		
